,cancer log-likelihood,contra log-likelihood
1,-2.837877066409845,-9.932569732434459
2,-1.2066446312077146,-8.368621840420948
3,-1.0171649686881434,-6.7304069722877475
4,-0.9721503405172636,-4.373750603784114
5,-0.9697070509887743,-2.9137865049745204
6,-0.9588737104430461,0.5549550428921011
7,-0.9022326375918102,2.4488950311056645
8,-0.8919507461780103,4.790525174638441
9,-0.85503979778762,5.402303195625958
