,cancer SSE (left),wine SSE (left)
1,3483.0,34279.99999999999
2,1617.2703813507333,28696.477601801038
3,1323.7551627937223,25130.453953306635
4,1139.574615135241,21689.765692942678
5,1059.1198906523061,18686.904841093165
6,993.1723401557084,15255.922985630099
7,929.9458250802209,13830.261777708558
8,884.2234292604923,10404.334651350715
9,843.822318896576,9490.0857425775
