,1,2,3,4,5,6,7,8,9
GMM,-2.7613744195993964e-15,0.0021597242258511104,0.0017316045832126879,0.002309890596249537,0.0028930959140317097,0.004498051586893443,0.005790179524040907,0.00538377490119764,0.02433924166813568
Kmeans,-2.7613744195993964e-15,0.036828090880636544,0.0316782624718291,0.03208650334448353,0.02703923045556425,0.027578686296718953,0.040717972063380195,0.04069646336660694,0.036920956814738656
