,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_km__n_clusters,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.01682419776916504,0.0023958606090644236,0.00010042190551757812,0.00020084381103515624,10.0,"(6,)",1,"{'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (6,), 'km__n_clusters': 1}",0.3717948717948718,0.3717948717948718,0.3717948717948718,0.37662337662337664,0.3684210526315789,0.37209302325581395,0.00260485190241458,911,0.37216828478964403,0.37216828478964403,0.37216828478964403,0.3709677419354839,0.3729903536977492,0.37209259000043304,0.0006462897072953789
1,0.02437310218811035,0.009713707651204774,0.0,0.0,10.0,"(6,)",2,"{'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (6,), 'km__n_clusters': 2}",0.3717948717948718,0.3717948717948718,0.3717948717948718,0.37662337662337664,0.3684210526315789,0.37209302325581395,0.00260485190241458,911,0.37216828478964403,0.37216828478964403,0.37216828478964403,0.3709677419354839,0.3729903536977492,0.37209259000043304,0.0006462897072953789
2,0.031167221069335938,0.01336887239720354,0.00029954910278320315,0.00039975729541408804,10.0,"(6,)",3,"{'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (6,), 'km__n_clusters': 3}",0.3717948717948718,0.3717948717948718,0.3717948717948718,0.37662337662337664,0.3684210526315789,0.37209302325581395,0.00260485190241458,911,0.37216828478964403,0.37216828478964403,0.37216828478964403,0.3709677419354839,0.3729903536977492,0.37209259000043304,0.0006462897072953789
3,0.03688726425170898,0.005709441043694363,0.0,0.0,10.0,"(6,)",4,"{'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (6,), 'km__n_clusters': 4}",0.3717948717948718,0.3717948717948718,0.3717948717948718,0.37662337662337664,0.3684210526315789,0.37209302325581395,0.00260485190241458,911,0.37216828478964403,0.37216828478964403,0.37216828478964403,0.3709677419354839,0.3729903536977492,0.37209259000043304,0.0006462897072953789
4,0.05394577980041504,0.017815574426268035,0.0,0.0,10.0,"(6,)",5,"{'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (6,), 'km__n_clusters': 5}",0.6282051282051282,0.7948717948717948,0.5384615384615384,0.7792207792207793,0.631578947368421,0.6744186046511628,0.09811225433559798,506,0.627831715210356,0.7475728155339806,0.5825242718446602,0.7967741935483871,0.6270096463022508,0.6763425284879269,0.08144499652044573
5,0.05316414833068848,0.013908565623271607,0.0031253814697265623,0.006250762939453125,10.0,"(6,)",6,"{'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (6,), 'km__n_clusters': 6}",0.7435897435897436,0.6153846153846154,0.9102564102564102,0.6753246753246753,0.6578947368421053,0.7209302325581395,0.10376574778700577,423,0.7669902912621359,0.6019417475728155,0.9288025889967637,0.7096774193548387,0.6430868167202572,0.7300997727813622,0.11424230914423608
6,0.053319692611694336,0.0051662546809422396,9.322166442871094e-05,0.00018644332885742188,10.0,"(6,)",7,"{'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (6,), 'km__n_clusters': 7}",0.3717948717948718,0.9871794871794872,0.9230769230769231,0.37662337662337664,0.9210526315789473,0.7157622739018088,0.2802085902541733,439,0.37216828478964403,0.948220064724919,0.9449838187702265,0.3709677419354839,0.9389067524115756,0.7150493325263698,0.2804675227674263
7,0.05282416343688965,0.008466812177013524,9.918212890625e-05,0.0001983642578125,10.0,"(6,)",8,"{'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (6,), 'km__n_clusters': 8}",0.6282051282051282,0.6794871794871795,0.9615384615384616,0.6493506493506493,0.631578947368421,0.710594315245478,0.12738821069753659,453,0.627831715210356,0.6893203883495146,0.9061488673139159,0.6580645161290323,0.6270096463022508,0.7016750266610139,0.10477768741304995
8,0.043854904174804685,0.006897119964193784,0.0,0.0,10.0,"(6,)",9,"{'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (6,), 'km__n_clusters': 9}",0.6282051282051282,0.6282051282051282,0.6282051282051282,0.6233766233766234,0.631578947368421,0.627906976744186,0.0026048519024145646,555,0.627831715210356,0.627831715210356,0.627831715210356,0.6290322580645161,0.6270096463022508,0.627907409999567,0.0006462897072953943
9,0.05240616798400879,0.016289837948919896,0.0005053997039794922,0.00045346527816446364,10.0,"(6, 6)",1,"{'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (6, 6), 'km__n_clusters': 1}",0.6282051282051282,0.6410256410256411,0.6282051282051282,0.5584415584415584,0.27631578947368424,0.5478036175710594,0.13731116967853277,888,0.627831715210356,0.627831715210356,0.627831715210356,0.5903225806451613,0.3536977491961415,0.5655030950944742,0.10689441713276032
10,0.026404762268066408,0.006230265783010629,0.0,0.0,10.0,"(6, 6)",2,"{'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (6, 6), 'km__n_clusters': 2}",0.6282051282051282,0.6282051282051282,0.6282051282051282,0.6233766233766234,0.631578947368421,0.627906976744186,0.0026048519024145646,555,0.627831715210356,0.627831715210356,0.627831715210356,0.6290322580645161,0.6270096463022508,0.627907409999567,0.0006462897072953943
