,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
43,0.18750581741333008,0.03562336251856807,0.0,0.0,0.1,"(18, 18)","{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (18, 18)}",0.7536443148688047,0.7259475218658892,0.706997084548105,0.7182481751824817,0.7124087591240876,0.7234539089848308,0.01635948479497549,12,0.7283005105762217,0.7257476294675419,0.7407002188183808,0.7192854538826102,0.7411593146190303,0.731038625472757,0.008595390498551644
44,0.3156270027160645,0.0846681241414855,0.0,0.0,0.1,"(18, 18, 18)","{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (18, 18, 18)}",0.7594752186588921,0.7128279883381924,0.7040816326530612,0.743065693430657,0.7021897810218978,0.7243290548424738,0.022886657233759235,9,0.7425237053245806,0.7242888402625821,0.7578409919766593,0.7608457892818082,0.7575647101713452,0.7486128074033951,0.013738080949799517
45,0.1250009059906006,0.09164202193262028,0.0,0.0,0.03162277660168379,"(6,)","{'NN__alpha': 0.03162277660168379, 'NN__hidden_layer_sizes': (6,)}",0.7551020408163265,0.685131195335277,0.619533527696793,0.6642335766423357,0.6788321167883211,0.6805717619603268,0.04376384344063805,89,0.725018234865062,0.7075127644055434,0.650984682713348,0.6660590594239884,0.6613197229310973,0.6821788928678079,0.028792523396582843
46,0.05312814712524414,0.007634967046793876,0.0031203269958496095,0.00624065399169922,0.03162277660168379,"(6, 6)","{'NN__alpha': 0.03162277660168379, 'NN__hidden_layer_sizes': (6, 6)}",0.6647230320699709,0.6647230320699709,0.6647230320699709,0.6656934306569343,0.6656934306569343,0.6651108518086347,0.0004753268104143264,98,0.6652078774617067,0.6652078774617067,0.6652078774617067,0.6649653663871673,0.6649653663871673,0.665110873031891,0.00011880567791913259
47,0.26250667572021485,0.07867684576016333,0.0,0.0,0.03162277660168379,"(6, 6, 6)","{'NN__alpha': 0.03162277660168379, 'NN__hidden_layer_sizes': (6, 6, 6)}",0.7230320699708455,0.6720116618075802,0.6807580174927114,0.6642335766423357,0.6948905109489051,0.6869894982497082,0.020702152195970012,69,0.6969365426695843,0.687089715536105,0.7042304886943836,0.6897557418884434,0.7214728399562523,0.6998970657489537,0.012328276060261656
48,0.12500147819519042,0.022081483339683097,0.0,0.0,0.03162277660168379,"(12,)","{'NN__alpha': 0.03162277660168379, 'NN__hidden_layer_sizes': (12,)}",0.7230320699708455,0.6953352769679301,0.7084548104956269,0.67007299270073,0.6642335766423357,0.6922403733955659,0.02234271274525418,58,0.7064186725018234,0.687089715536105,0.7053245805981035,0.6773605541378053,0.6904848705796574,0.6933356786706989,0.011110735917141436
49,0.2218717098236084,0.049792844919123516,0.0,0.0,0.03162277660168379,"(12, 12)","{'NN__alpha': 0.03162277660168379, 'NN__hidden_layer_sizes': (12, 12)}",0.7040816326530612,0.717201166180758,0.7099125364431487,0.7416058394160584,0.6978102189781021,0.7141190198366394,0.015156689537620555,32,0.7024070021881839,0.7257476294675419,0.7279358132749818,0.7386073641997812,0.7065257017863653,0.7202447021833708,0.013660287462997462
50,0.3406169891357422,0.09751555375394187,0.003127717971801758,0.006255435943603516,0.03162277660168379,"(12, 12, 12)","{'NN__alpha': 0.03162277660168379, 'NN__hidden_layer_sizes': (12, 12, 12)}",0.7594752186588921,0.6982507288629738,0.7099125364431487,0.7197080291970803,0.6948905109489051,0.7164527421236873,0.023244051977045214,27,0.7315827862873815,0.7024070021881839,0.7184536834427425,0.7360554137805323,0.7367845424717463,0.7250566856341173,0.013097422912309807
51,0.12811946868896484,0.06660116448035595,0.0,0.0,0.03162277660168379,"(18,)","{'NN__alpha': 0.03162277660168379, 'NN__hidden_layer_sizes': (18,)}",0.6690962099125365,0.6880466472303207,0.6997084548104956,0.6656934306569343,0.7021897810218978,0.6849474912485414,0.015142417559486183,79,0.6739606126914661,0.6998541210795041,0.7319474835886215,0.6576740794750273,0.6890266131972294,0.6904925820063695,0.025134265302132926
52,0.16562414169311523,0.012475621657223572,0.0,0.0,0.03162277660168379,"(18, 18)","{'NN__alpha': 0.03162277660168379, 'NN__hidden_layer_sizes': (18, 18)}",0.7346938775510204,0.7186588921282799,0.7084548104956269,0.7167883211678832,0.7036496350364964,0.7164527421236873,0.010636690576889173,27,0.7140773158278628,0.7206418672501823,0.7304886943836616,0.7207437112650383,0.7397010572366023,0.7251305291926695,0.008973026300474677
53,0.346882963180542,0.0846750066564824,0.003125,0.00625,0.03162277660168379,"(18, 18, 18)","{'NN__alpha': 0.03162277660168379, 'NN__hidden_layer_sizes': (18, 18, 18)}",0.7638483965014577,0.7215743440233237,0.706997084548105,0.7416058394160584,0.708029197080292,0.7284130688448075,0.021684731640824774,6,0.7465353756382203,0.7297592997811816,0.7592997811816192,0.7553773240977032,0.7575647101713452,0.7497072981740139,0.010898509806169165
54,0.13125114440917968,0.08705249290538626,0.0,0.0,0.01,"(6,)","{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (6,)}",0.7565597667638484,0.6690962099125365,0.6997084548104956,0.6656934306569343,0.6788321167883211,0.6939906651108518,0.03346519812628311,49,0.7264770240700219,0.6663019693654267,0.7210065645514223,0.6649653663871673,0.6613197229310973,0.6880141294610271,0.029268241321041638
55,0.05625648498535156,0.007644899963863439,0.003119087219238281,0.006238174438476562,0.01,"(6, 6)","{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (6, 6)}",0.6647230320699709,0.6647230320699709,0.6647230320699709,0.6656934306569343,0.6656934306569343,0.6651108518086347,0.0004753268104143264,98,0.6652078774617067,0.6652078774617067,0.6652078774617067,0.6649653663871673,0.6649653663871673,0.665110873031891,0.00011880567791913259
56,0.25000815391540526,0.059294420351969704,0.0,0.0,0.01,"(6, 6, 6)","{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (6, 6, 6)}",0.7084548104956269,0.6720116618075802,0.6938775510204082,0.6759124087591241,0.691970802919708,0.6884480746791132,0.013188759275786081,67,0.6816192560175055,0.6863603209336251,0.7097009482129832,0.7101713452424353,0.7181917608457893,0.7012087262504677,0.01445747088244034
57,0.12498817443847657,0.0221091942505988,0.0,0.0,0.01,"(12,)","{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (12,)}",0.7230320699708455,0.6953352769679301,0.7084548104956269,0.67007299270073,0.6656934306569343,0.6925320886814469,0.021981755054980973,54,0.7067833698030634,0.6867250182348651,0.7060539752005836,0.6773605541378053,0.6904848705796574,0.693481557591195,0.011397557651774635
58,0.21874938011169434,0.05228501672288388,0.0,0.0,0.01,"(12, 12)","{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (12, 12)}",0.7040816326530612,0.7142857142857143,0.706997084548105,0.7445255474452555,0.7007299270072993,0.7141190198366394,0.015839482316154677,32,0.700948212983224,0.7228300510576222,0.7272064186725018,0.7360554137805323,0.7061611374407583,0.7186402467869277,0.013137412471260193
59,0.3218808650970459,0.10895878858594624,0.003119373321533203,0.006238746643066406,0.01,"(12, 12, 12)","{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (12, 12, 12)}",0.7551020408163265,0.6982507288629738,0.706997084548105,0.710948905109489,0.7021897810218978,0.7147024504084014,0.020658219390611188,31,0.7221006564551422,0.7053245805981035,0.7078774617067833,0.7345971563981043,0.7404301859278163,0.7220660082171899,0.013970426972880765
60,0.12812261581420897,0.03877996936736622,0.0,0.0,0.01,"(18,)","{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (18,)}",0.6690962099125365,0.6880466472303207,0.7026239067055393,0.6671532846715329,0.7036496350364964,0.6861143523920653,0.015701407518714242,72,0.6739606126914661,0.6994894237782641,0.7323121808898614,0.6584032081662413,0.6890266131972294,0.6906384077446125,0.02503956339213914
