,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.015620040893554687,1.1910815717491822e-05,0.0,0.0,10.0,"(6,)","{'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (6,)}",0.6538461538461539,0.6153846153846154,0.6538461538461539,0.6623376623376623,0.6578947368421053,0.648578811369509,0.016969740385634122,91,0.6472491909385113,0.656957928802589,0.6472491909385113,0.6451612903225806,0.6463022508038585,0.6485839703612102,0.00425693399003776
1,0.028128433227539062,0.011699396293080993,0.0,0.0,10.0,"(6, 6)","{'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (6, 6)}",0.8717948717948718,0.9230769230769231,0.9358974358974359,0.8441558441558441,0.8026315789473685,0.875968992248062,0.049317574948314805,64,0.8996763754045307,0.889967637540453,0.9158576051779935,0.8225806451612904,0.8745980707395499,0.8805360668047635,0.031928068241067906
2,0.02499499320983887,0.007655171857589509,0.0,0.0,10.0,"(6, 6, 6)","{'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (6, 6, 6)}",0.6282051282051282,0.6666666666666666,0.6794871794871795,0.6753246753246753,0.6447368421052632,0.6589147286821705,0.019507570095304457,90,0.6504854368932039,0.6601941747572816,0.656957928802589,0.6580645161290323,0.6655948553054662,0.6582593823775147,0.0048932313921382165
3,0.046874618530273436,0.017111942094430885,0.0,0.0,10.0,"(12,)","{'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (12,)}",0.5512820512820513,0.6794871794871795,0.7948717948717948,0.9090909090909091,0.7894736842105263,0.7441860465116279,0.1211401828925107,77,0.6019417475728155,0.6925566343042071,0.8802588996763754,0.8548387096774194,0.8295819935691319,0.7718355969599899,0.10689139309918315
4,0.012471246719360351,0.0062357468451627145,0.0,0.0,10.0,"(12, 12)","{'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (12, 12)}",0.3717948717948718,0.3717948717948718,0.3717948717948718,0.37662337662337664,0.3684210526315789,0.37209302325581395,0.00260485190241458,117,0.37216828478964403,0.37216828478964403,0.37216828478964403,0.3709677419354839,0.3729903536977492,0.37209259000043304,0.0006462897072953789
5,0.03125519752502441,2.506113846688361e-05,0.0,0.0,10.0,"(12, 12, 12)","{'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (12, 12, 12)}",0.9358974358974359,0.9487179487179487,0.9230769230769231,0.948051948051948,0.9078947368421053,0.9328165374677002,0.015496812311804591,25,0.9288025889967637,0.9385113268608414,0.9385113268608414,0.9387096774193548,0.9453376205787781,0.9379745081433158,0.00528121857346488
6,0.034368705749511716,0.006248387929199065,0.0,0.0,10.0,"(18,)","{'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (18,)}",0.9230769230769231,0.8589743589743589,0.9102564102564102,0.922077922077922,0.9078947368421053,0.9043927648578811,0.02361552780484115,40,0.889967637540453,0.8349514563106796,0.948220064724919,0.9451612903225807,0.954983922829582,0.9146568743456429,0.04614280021868322
7,0.046880674362182614,2.4439195273193832e-05,0.0,0.0,10.0,"(18, 18)","{'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (18, 18)}",0.7692307692307693,0.9743589743589743,0.9487179487179487,0.935064935064935,0.9078947368421053,0.9069767441860465,0.07244050160798311,38,0.8867313915857605,0.9255663430420712,0.941747572815534,0.9290322580645162,0.9292604501607717,0.9224676031337307,0.018695634254259144
8,0.01562786102294922,1.891968227138818e-05,0.003118419647216797,0.006236839294433594,10.0,"(18, 18, 18)","{'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (18, 18, 18)}",0.6282051282051282,0.6282051282051282,0.6153846153846154,0.6103896103896104,0.631578947368421,0.6227390180878553,0.008284649324888095,104,0.6213592233009708,0.6213592233009708,0.6245954692556634,0.6258064516129033,0.6205787781350482,0.6227398291211113,0.0020654229611244634
9,0.009373188018798828,0.007653202294484663,0.0,0.0,3.1622776601683795,"(6,)","{'NN__alpha': 3.1622776601683795, 'NN__hidden_layer_sizes': (6,)}",0.6538461538461539,0.6153846153846154,0.6538461538461539,0.6623376623376623,0.6578947368421053,0.648578811369509,0.016969740385634122,91,0.6472491909385113,0.656957928802589,0.6472491909385113,0.6451612903225806,0.6463022508038585,0.6485839703612102,0.00425693399003776
10,0.028124475479125978,0.011687460981782472,0.0,0.0,3.1622776601683795,"(6, 6)","{'NN__alpha': 3.1622776601683795, 'NN__hidden_layer_sizes': (6, 6)}",0.8974358974358975,0.9358974358974359,0.9230769230769231,0.8441558441558441,0.8026315789473685,0.8811369509043928,0.04994881178437159,62,0.9093851132686084,0.8964401294498382,0.919093851132686,0.8225806451612904,0.8778135048231511,0.8850626487671149,0.03416343935577091
11,0.04375638961791992,0.02295848713580756,0.0,0.0,3.1622776601683795,"(6, 6, 6)","{'NN__alpha': 3.1622776601683795, 'NN__hidden_layer_sizes': (6, 6, 6)}",0.6282051282051282,0.8974358974358975,0.8974358974358975,0.8701298701298701,0.6447368421052632,0.7881136950904393,0.12388214873864481,65,0.6537216828478964,0.8964401294498382,0.8964401294498382,0.8838709677419355,0.6655948553054662,0.7992135529589948,0.11410059847436411
