,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_filter__n,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
30,0.4041276931762695,0.05157722345384684,0.11398520469665527,0.013744695782388369,10.0,"(6, 6, 6)",9,"{'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (6, 6, 6), 'filter__n': 9}",0.6647230320699709,0.6647230320699709,0.6647230320699709,0.6583941605839416,0.6598540145985401,0.662485414235706,0.002781060105796246,1200,0.6652078774617067,0.6659372720641867,0.6659372720641867,0.6631425446591324,0.6602260298942764,0.6640901992286977,0.0021864315484389388
31,0.4757401943206787,0.05650046997305045,0.11016831398010254,0.008177155398305524,10.0,"(6, 6, 6)",10,"{'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (6, 6, 6), 'filter__n': 10}",0.6997084548104956,0.6807580174927114,0.6647230320699709,0.6335766423357664,0.656934306569343,0.6671528588098017,0.022281401045295027,1033,0.6900072939460248,0.6940189642596645,0.6604668125455871,0.6573095151294204,0.6959533357637623,0.6795511843288918,0.017009306577784433
32,0.4146258354187012,0.03159450098211703,0.10643129348754883,0.007734733174817499,10.0,"(6, 6, 6)",11,"{'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (6, 6, 6), 'filter__n': 11}",0.6603498542274052,0.6690962099125365,0.6632653061224489,0.656934306569343,0.6656934306569343,0.6630688448074679,0.0042016238795135495,1194,0.6630196936542669,0.6670313639679066,0.6644784828592268,0.6602260298942764,0.6646008020415604,0.6638712744834475,0.0022315947680061066
33,0.3068980693817139,0.007890965947961258,0.10755486488342285,0.009243626313585166,10.0,"(12,)",1,"{'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (12,), 'filter__n': 1}",0.33527696793002915,0.33527696793002915,0.33527696793002915,0.3343065693430657,0.3343065693430657,0.3348891481913652,0.0004753268104143264,1272,0.3347921225382932,0.3347921225382932,0.3347921225382932,0.33503463361283264,0.33503463361283264,0.334889126968109,0.00011880567791913259
34,0.3276174545288086,0.007499285597152913,0.10346555709838867,0.006085422126406447,10.0,"(12,)",2,"{'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (12,), 'filter__n': 2}",0.6632653061224489,0.6647230320699709,0.6647230320699709,0.6627737226277373,0.6642335766423357,0.6639439906651109,0.0007908876065570368,1180,0.6648431801604668,0.6644784828592268,0.6644784828592268,0.6602260298942764,0.6646008020415604,0.6637253955629514,0.0017547432828740304
35,0.3248470306396484,0.014046298814417855,0.10944242477416992,0.007338225462722985,10.0,"(12,)",3,"{'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (12,), 'filter__n': 3}",0.6982507288629738,0.6720116618075802,0.6690962099125365,0.6744525547445256,0.6861313868613139,0.6799883313885647,0.010811140189845263,867,0.6721371261852662,0.6772428884026258,0.6787016776075857,0.6835581480131243,0.6795479402114473,0.6782375560840099,0.003699887094821121
36,0.3078819751739502,0.013492356255759438,0.10312018394470215,0.0064316735559151635,10.0,"(12,)",4,"{'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (12,), 'filter__n': 4}",0.6559766763848397,0.6574344023323615,0.673469387755102,0.6394160583941606,0.6364963503649635,0.6525670945157527,0.013441268501801553,1241,0.6524434719183078,0.6462436177972283,0.6429613420860686,0.6514764855997084,0.6511119212541013,0.6488473677310828,0.0036440977034907095
37,0.38979878425598147,0.027205447928648836,0.11294374465942383,0.006351512152377777,10.0,"(12,)",5,"{'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (12,), 'filter__n': 5}",0.706997084548105,0.6705539358600583,0.6778425655976676,0.6686131386861314,0.6817518248175183,0.6811551925320887,0.013777853405019424,855,0.6859956236323851,0.6830780452224654,0.6863603209336251,0.6820998906306963,0.6864746627779803,0.6848017086394304,0.001839799824492401
38,0.3172463417053223,0.014092028565324606,0.11031365394592285,0.008624581413490198,10.0,"(12,)",6,"{'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (12,), 'filter__n': 6}",0.6588921282798834,0.6530612244897959,0.6661807580174927,0.6306569343065693,0.6437956204379562,0.6505250875145857,0.012339944294788685,1243,0.6451495258935084,0.6513493800145879,0.650255288110868,0.6416332482683194,0.6427269413051404,0.6462228767184849,0.003923766389598091
39,0.34398794174194336,0.02858914720985368,0.10644903182983398,0.012538533143802785,10.0,"(12,)",7,"{'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (12,), 'filter__n': 7}",0.6997084548104956,0.6793002915451894,0.6720116618075802,0.6437956204379562,0.654014598540146,0.6697782963827305,0.01956954005905596,974,0.6779722830051058,0.6830780452224654,0.6852662290299052,0.6715275246080933,0.6689755741888443,0.6773639312108829,0.006322905617288494
