,0,1,2,3,4,5,6,7,8,9
1,0.6490343835524632,0.5334461109045973,0.49887653077859956,0.5254696816555213,0.682021591822573,0.41778427308440036,0.6561173600042345,0.3742247106091037,0.3390571461019528,
2,0.6737381389630601,0.7611983319994778,0.7186775939652148,0.7607445629293904,0.8628165390068121,0.6688658179155158,0.7757517847430542,0.6337608067244171,0.47037016620985783,0.7484917022924273
3,0.8491427674495644,0.7836938260151625,0.9156219425277338,0.8214561173722877,0.876138634719408,0.6481024902059196,0.928735536955667,0.7786757383702767,0.5156202360608932,0.7620012563599369
4,0.8478882763920988,0.8195873197069575,0.9179141940815925,0.9228270925471063,0.9443859980552554,0.6400555835859775,0.9154253432675158,0.9075579827681604,0.683240716346797,0.7785448976401811
5,0.8688478374089639,0.9511973578358759,0.8823712636996808,0.9382620353806866,0.9439120332508436,0.7679282616904922,0.8876074841721819,0.89762011771998,0.6870238087650414,0.8057466876314365
6,0.8699321208145656,0.9491177839672812,0.922132708403896,0.9466256309080795,0.9638149646779193,0.7801096526844813,0.9272258382768872,0.8925515787532009,0.7136922795540077,0.9009467809240242
7,0.8950237121972431,0.9492201039619268,0.9269302992593358,0.9673244284837158,0.965952324925146,0.9075144754174483,0.9444187111123757,0.8947008186177945,0.8178003709364884,0.9138493173401214
8,0.8832228234548959,0.9756915786570115,0.9431768350455151,0.9445854152626059,0.9663246957391117,0.8949273457907234,0.9228770612013324,0.8886615354655927,0.8020817309151634,0.9223311813429889
9,0.8645838456538444,0.9523642368981956,0.9541791045108319,0.9652190642028414,0.9743766006587796,0.9114228654105134,0.9501842404755775,0.9123649532598512,0.8248587084904742,0.9236094794648962
10,0.9292280915074045,0.9623647827043013,0.9670307082929561,0.9733404338114183,0.9696828317761387,0.9161304592080335,0.9221705101005955,0.9047546171866708,0.8185352134605035,0.9298528773455366
11,0.9390177789816841,0.9551005199217324,0.9730305151571266,0.9644164567679439,0.9558729926968048,0.924684754948873,0.9575109651348149,0.941305244749162,0.9338947508839974,0.9320868288518848
