,0,1,2,3,4,5,6,7,8,9
1,0.8485640184996337,0.8512120777068722,0.8492998620602664,0.8481790445761006,0.8517072920455221,0.8113092016548554,0.826285349747295,0.818181818181818,0.836149155754639,0.909090909090909
2,0.7633590937730332,0.7393674148987507,0.7594487373654728,0.7563554521709105,0.753747701116103,0.7194238440058369,0.7390358916815907,0.7291267956632779,0.7636104527034142,0.8188898643469136
3,0.6458028561177571,0.6614515156086432,0.6591401345295642,0.6670086775282587,0.6716230265323777,0.6907479249360194,0.6423921075876898,0.6822298408097742,0.6753014857127136,0.7279807734378225
4,0.6157837657142956,0.5937898289978477,0.5883382797246756,0.5896538988202196,0.5976019299399462,0.6014446536723042,0.552957037721123,0.5786579045758997,0.6382253602870469,0.6787728439298629
5,0.4878535239120448,0.5075256047938695,0.5047171780789632,0.5040634306619963,0.47611232743758214,0.5401050742221867,0.4740197049405508,0.4954646433927581,0.5288989315351907,0.5650358652555098
6,0.44943759970652297,0.42694583128901736,0.39663272761140417,0.41446841015385977,0.43686720292131714,0.44896538690009324,0.39328221392716095,0.4060514161885773,0.4537799541036435,0.5291423764659356
7,0.323752621805605,0.32775707717476055,0.40856744096749015,0.3727182764421753,0.3217579963199961,0.34253859415527615,0.30722418942682994,0.35120866115518035,0.37340856867041916,0.40608585550850174
8,0.19901772211792185,0.23425365964604675,0.3081705523846363,0.2977117737357684,0.284218314656169,0.23421118629783572,0.2867903785254757,0.3917950993587217,0.27001353137367556,0.34422179388770313
9,0.16916101222374003,0.20814067824573787,0.2594411049268007,0.14329373825821679,0.16005483603006862,0.17521561734578447,0.1317330105550703,0.3083737807182878,0.1678509122228442,0.22952043535156566
10,0.05908798178891504,0.06557535576667078,0.12274375493384242,0.05251223605196107,0.0806531852154133,0.09090909090909088,0.04929214920682076,0.2182346360829159,0.09090909090909093,0.17727440853673798
11,9.963582458505016e-30,1.2123567176921818e-29,1.1615758499272822e-29,5.6951276364584826e-30,0.08823609871642074,1.0666623160506464e-29,3.7279342499710045e-29,0.05586983202337454,2.6254435478134896e-30,0.07111687665827528
