,1,2,3,4,5,6,7,8,9
GMM,0.6651108518086347,0.6656942823803967,0.6651108518086347,0.6665694282380397,0.6665694282380397,0.6671528588098017,0.6671528588098017,0.6671528588098017,0.6700700116686115
Kmeans,0.6651108518086347,0.6651108518086347,0.6665694282380397,0.6665694282380397,0.6665694282380397,0.6671528588098017,0.6671528588098017,0.6671528588098017,0.6671528588098017
