,cancer SSE (left),wine SSE (left)
1,2709.0,34279.99999999999
2,1185.3588865740312,28696.477601801038
3,875.8191192498842,25130.453953306635
4,754.0512965179105,21689.765692942678
5,669.677172711713,18686.904841093165
6,614.0917351142609,15255.922985630099
7,564.9462073977797,13830.261777708558
8,525.399372614909,10404.334651350715
9,480.4724333723377,9490.0857425775
