,cancer log-likelihood,wine log-likelihood
1,-8.513631199229536,-7.6036955580724195
2,-4.570680121078181,14.293966151997633
3,-2.874912606350367,27.209439169213223
4,-2.732132060184164,27.67169365051002
5,-2.6250266811039684,28.9145719821414
6,-2.263298602320332,28.96131378312043
7,-0.6698070655213704,29.334102541627914
8,-0.7521428758656986,29.369726493173918
9,-0.5941130434720784,30.54120250390327
