,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_pca__n_components,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
803,0.13437747955322266,0.02118241730408334,0.0,0.0,0.001,"(6, 6)",1,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (6, 6), 'pca__n_components': 1}",0.6705539358600583,0.6341107871720116,0.6720116618075802,0.6671532846715329,0.6583941605839416,0.6604434072345391,0.01399410765313724,1111,0.6652078774617067,0.6663019693654267,0.6648431801604668,0.6624134159679184,0.6609551585854904,0.6639443203082018,0.0019617232574878096
804,0.09999442100524902,0.021198722982442533,0.0031249523162841797,0.006249904632568359,0.001,"(6, 6)",2,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (6, 6), 'pca__n_components': 2}",0.6836734693877551,0.6574344023323615,0.6778425655976676,0.6656934306569343,0.6656934306569343,0.6700700116686115,0.00941952269573251,809,0.6739606126914661,0.6812545587162655,0.674690007293946,0.6642362376959533,0.6649653663871673,0.6718213565569597,0.006423854079632447
805,0.08750681877136231,0.00765229230239045,0.0,0.0,0.001,"(6, 6)",3,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (6, 6), 'pca__n_components': 3}",0.6997084548104956,0.6618075801749271,0.673469387755102,0.6802919708029197,0.6686131386861314,0.676779463243874,0.012963439725836757,570,0.6765134938001459,0.6779722830051058,0.6859956236323851,0.6766314254465913,0.6777251184834123,0.678967588873528,0.0035611200822294156
806,0.07500553131103516,0.03336165671236418,0.0,0.0,0.001,"(6, 6)",4,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (6, 6), 'pca__n_components': 4}",0.6647230320699709,0.6647230320699709,0.6647230320699709,0.6861313868613139,0.6613138686131387,0.6683197199533255,0.00899831057040894,872,0.6644784828592268,0.6655725747629467,0.6644784828592268,0.6686110098432373,0.6656944950783813,0.6657670090806038,0.001513406949145732
807,0.12813339233398438,0.05356720983344785,0.0,0.0,0.001,"(6, 6)",5,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (6, 6), 'pca__n_components': 5}",0.6486880466472303,0.6457725947521866,0.6647230320699709,0.6394160583941606,0.6423357664233577,0.648191365227538,0.008840280617620627,1209,0.6440554339897885,0.6451495258935084,0.6911013858497447,0.6409041195771054,0.6562158220925993,0.6554852574805492,0.018542492387443155
808,0.07500886917114258,0.018216297347531385,0.0,0.0,0.001,"(6, 6)",6,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (6, 6), 'pca__n_components': 6}",0.6763848396501457,0.6618075801749271,0.6370262390670554,0.6656934306569343,0.6583941605839416,0.6598599766627772,0.012921731231229595,1123,0.6652078774617067,0.6732312180889861,0.6389496717724289,0.6605905942398833,0.6667881881152024,0.6609535099356415,0.01172335985730768
809,0.09688277244567871,0.05357723173907355,0.0,0.0,0.001,"(6, 6)",7,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (6, 6), 'pca__n_components': 7}",0.6647230320699709,0.6705539358600583,0.6632653061224489,0.710948905109489,0.654014598540146,0.6726954492415402,0.019838748935453683,704,0.6681254558716265,0.6648431801604668,0.6677607585703865,0.6963179001093693,0.6573095151294204,0.6708713619682539,0.013304170945573993
810,0.1874969482421875,0.05929145318388858,0.0,0.0,0.001,"(6, 6)",8,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (6, 6), 'pca__n_components': 8}",0.7317784256559767,0.6749271137026239,0.6749271137026239,0.6656934306569343,0.7036496350364964,0.690198366394399,0.024402250323851064,327,0.7031363967906638,0.6929248723559446,0.6849015317286652,0.6649653663871673,0.7192854538826102,0.6930427242290103,0.01813942674521095
811,0.15625123977661132,0.17203274628378606,0.0,0.0,0.001,"(6, 6)",9,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (6, 6), 'pca__n_components': 9}",0.6545189504373178,0.685131195335277,0.6778425655976676,0.6583941605839416,0.7197080291970803,0.6791131855309218,0.02331730580106064,521,0.6444201312910285,0.6637490882567469,0.6761487964989059,0.6686110098432373,0.7477214728399563,0.6801300997459749,0.03538551485827428
812,0.17476239204406738,0.045493540139770805,0.003130054473876953,0.006260108947753906,0.001,"(6, 6)",10,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (6, 6), 'pca__n_components': 10}",0.6676384839650146,0.6953352769679301,0.6749271137026239,0.6832116788321168,0.6875912408759124,0.6817386231038507,0.009661486991503725,483,0.6714077315827863,0.7221006564551422,0.7049598832968637,0.6890266131972294,0.7021509296390813,0.6979291628342206,0.01693609845689587
