,cancer SSE (left),wine SSE (left)
1,2322.0,34279.99999999999
2,1983.8211888902538,28696.477601801038
3,1707.0560072597716,25130.453953306635
4,1458.1075062577072,21689.765692942678
5,1271.0211366372992,18686.904841093165
6,1139.664474084434,15255.922985630099
7,1017.866167741427,13830.261777708558
8,929.3291773550084,10404.334651350715
9,881.6342856790536,9490.0857425775
