,cancer SSE (left),contra SSE (left)
1,2322.0,7210.0
2,878.2987706222968,5671.17166656692
3,659.3491701340499,4720.190150285434
4,585.6565899636835,4068.43985048786
5,537.9824470759625,3519.803944709816
6,503.2958054211435,3167.426600034464
7,472.68999871683616,2959.7082005685606
8,445.66059160208215,2785.550576388719
9,420.8921260417244,2620.912566697868
