,cancer log-likelihood,contra log-likelihood
1,-5.99474117721766,-9.275404466851052
2,1.3626117778279838,-2.2315176375625323
3,1.7880936348004044,-2.1241731143679328
4,1.9154450270385623,5.343926613053699
5,1.9862358016226587,4.491501373620694
6,3.309179709592634,5.516727614069672
7,2.4948193676416075,5.388632690471444
8,3.366590841734724,6.509257502709397
9,3.945287254970188,7.53627005894541
