,cancer SSE (left),wine SSE (left)
1,774.0,34279.99999999999
2,444.1497591547989,28696.477601801038
3,187.61759711469455,25130.453953306635
4,123.94023167044801,21689.765692942678
5,98.45731976670143,18686.904841093165
6,82.22570721906476,15255.922985630099
7,71.97120582264625,13830.261777708558
8,62.88426500612997,10404.334651350715
9,53.92029990490596,9490.0857425775
